Company Name,Symbol,Country,Sector,Industry
Emerson Radio Corporation,MSN,United States,Consumer Staples,Consumer Electronics/Appliances
Monster Beverage Corporation,MNST,United States,Consumer Staples,Beverages (Production/Distribution)
McCormick & Company Incorporated,MKC,United States,Consumer Staples,Packaged Foods
The Singing Machine Company Inc.,MICS,United States,Consumer Staples,Diversified Electronic Products
MGP Ingredients Inc.,MGPI,United States,Consumer Staples,Beverages (Production/Distribution)
MEDIFAST INC,MED,United States,Consumer Staples,Packaged Foods
MedAvail Holdings Inc.,MDVL,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores
Mondelez International Inc. Class A,MDLZ,United States,Consumer Staples,Packaged Foods
Lifeway Foods Inc.,LWAY,United States,Consumer Staples,Packaged Foods
Lamb Weston Holdings Inc. ,LW,United States,Consumer Staples,Packaged Foods
Laird Superfood Inc.,LSF,,Consumer Staples,Packaged Foods
Local Bounti Corporation,LOCL,,Consumer Staples,Farming/Seeds/Milling
Limoneira Co,LMNR,United States,Consumer Staples,Farming/Seeds/Milling
Lancaster Colony Corporation,LANC,United States,Consumer Staples,Packaged Foods
Kroger Company (The),KR,United States,Consumer Staples,Food Chains
Koss Corporation,KOSS,United States,Consumer Staples,Consumer Electronics/Appliances
Coca-Cola Company (The),KO,United States,Consumer Staples,Beverages (Production/Distribution)
Knowles Corporation,KN,United States,Consumer Staples,Consumer Electronics/Appliances
The Kraft Heinz Company,KHC,United States,Consumer Staples,Packaged Foods
Keurig Dr Pepper Inc.,KDP,United States,Consumer Staples,Beverages (Production/Distribution)
Kellogg Company,K,United States,Consumer Staples,Packaged Foods
JX Luxventure Limited,JXJT,China,Consumer Staples,Apparel
Coffee Holding Co. Inc.,JVA,United States,Consumer Staples,Packaged Foods
J & J Snack Foods Corp.,JJSF,United States,Consumer Staples,Specialty Foods
John B. Sanfilippo & Son Inc.,JBSS,United States,Consumer Staples,Specialty Foods
Ingredion Incorporated,INGR,United States,Consumer Staples,Packaged Foods
Ingles Markets Incorporated Class A,IMKTA,United States,Consumer Staples,Food Chains
The Hershey Company,HSY,United States,Consumer Staples,Specialty Foods
Hormel Foods Corporation,HRL,United States,Consumer Staples,Meat/Poultry/Fish
Hain Celestial Group Inc. (The),HAIN,United States,Consumer Staples,Packaged Foods
Greenwave Technology Solutions Inc.,GWAV,United States,Consumer Staples,Packaged Foods
Grocery Outlet Holding Corp.,GO,United States,Consumer Staples,Food Chains
Genasys Inc.,GNSS,United States,Consumer Staples,Consumer Electronics/Appliances
General Mills Inc.,GIS,United States,Consumer Staples,Food Chains
Freshpet Inc.,FRPT,United States,Consumer Staples,Packaged Foods
Whole Earth Brands Inc. Class A,FREE,United States,Consumer Staples,Specialty Foods
Flowers Foods Inc.,FLO,United States,Consumer Staples,Packaged Foods
National Beverage Corp.,FIZZ,United States,Consumer Staples,Beverages (Production/Distribution)
Fresh Del Monte Produce Inc.,FDP,Cayman Islands,Consumer Staples,Farming/Seeds/Milling
Farmer Brothers Company,FARM,United States,Consumer Staples,Packaged Foods
Farmmi Inc. Ordinary Shares,FAMI,China,Consumer Staples,Packaged Foods
Edible Garden AG Incorporated,EDBL,United States,Consumer Staples,Farming/Seeds/Milling
Eastside Distilling Inc.,EAST,United States,Consumer Staples,Beverages (Production/Distribution)
Dole plc Ordinary Shares,DOLE,,Consumer Staples,Farming/Seeds/Milling
Krispy Kreme Inc.,DNUT,United States,Consumer Staples,Food Chains
Delta Apparel Inc.,DLA,United States,Consumer Staples,Apparel
Darling Ingredients Inc.,DAR,United States,Consumer Staples,Packaged Foods
CVS Health Corporation,CVS,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores
Corteva Inc. ,CTVA,United States,Consumer Staples,Farming/Seeds/Milling
Campbell Soup Company,CPB,United States,Consumer Staples,Packaged Foods
Coca-Cola Consolidated Inc.,COKE,United States,Consumer Staples,Beverages (Production/Distribution)
The Vita Coco Company Inc.,COCO,United States,Consumer Staples,Beverages (Production/Distribution)
China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares,CJJD,China,Consumer Staples,Retail-Drug Stores and Proprietary Stores
Chanson International Holding Class A Ordinary Shares,CHSN,China,Consumer Staples,Packaged Foods
Celsius Holdings Inc.,CELH,United States,Consumer Staples,Beverages (Production/Distribution)
Cal-Maine Foods Inc.,CALM,United States,Consumer Staples,Farming/Seeds/Milling
ConAgra Brands Inc.,CAG,United States,Consumer Staples,Packaged Foods
Beyond Meat Inc.,BYND,United States,Consumer Staples,Packaged Foods
Anheuser-Busch Inbev SA Sponsored ADR (Belgium),BUD,Belgium,Consumer Staples,Beverages (Production/Distribution)
Better Choice Company Inc.,BTTR,,Consumer Staples,Beverages (Production/Distribution)
Bridgford Foods Corporation,BRID,United States,Consumer Staples,Specialty Foods
Barfresh Food Group Inc.,BRFH,United States,Consumer Staples,Packaged Foods
BRC Inc. Class A,BRCC,,Consumer Staples,Beverages (Production/Distribution)
BellRing Brands Inc. ,BRBR,United States,Consumer Staples,Packaged Foods
BranchOut Food Inc.,BOF,United States,Consumer Staples,Packaged Foods
Benson Hill Inc.,BHIL,,Consumer Staples,Packaged Foods
B&G Foods Inc. B&G Foods Inc.,BGS,United States,Consumer Staples,Packaged Foods
Bunge Limited Bunge Limited,BG,United States,Consumer Staples,Packaged Foods
Mission Produce Inc.,AVO,United States,Consumer Staples,Farming/Seeds/Milling
Arlo Technologies Inc.,ARLO,United States,Consumer Staples,Consumer Electronics/Appliances
AquaBounty Technologies Inc.,AQB,United States,Consumer Staples,Meat/Poultry/Fish
Adecoagro S.A. Common Shares,AGRO,Luxembourg,Consumer Staples,Farming/Seeds/Milling
Forafric Global PLC Ordinary Shares,AFRI,Gibraltar,Consumer Staples,Packaged Foods
Archer-Daniels-Midland Company,ADM,United States,Consumer Staples,Packaged Foods
Albertsons Companies Inc. Class A,ACI,United States,Consumer Staples,Food Chains
Zumiez Inc.,ZUMZ,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
JIN MEDICAL INTERNATIONAL LTD. Ordinary Shares,ZJYL,,Consumer Discretionary,Industrial Specialties
ZipRecruiter Inc. Class A,ZIP,,Consumer Discretionary,Diversified Commercial Services
ZIM Integrated Shipping Services Ltd. Ordinary Shares,ZIM,,Consumer Discretionary,Marine Transportation
Zillow Group Inc. Class A,ZG,United States,Consumer Discretionary,Business Services
Lightning eMotors Inc,ZEV,,Consumer Discretionary,Auto Manufacturing
Ziff Davis Inc.,ZD,United States,Consumer Discretionary,Advertising
Zhongchao Inc. Class A Ordinary Shares,ZCMD,China,Consumer Discretionary,Educational Services
Zapp Electric Vehicles Group Limited Ordinary Shares,ZAPP,Thailand,Consumer Discretionary,Motor Vehicles
Zillow Group Inc. Class C Capital Stock,Z,United States,Consumer Discretionary,Business Services
Yum China Holdings Inc.,YUMC,United States,Consumer Discretionary,Restaurants
Yum! Brands Inc.,YUM,United States,Consumer Discretionary,Restaurants
Yoshiharu Global Co. Class A,YOSH,United States,Consumer Discretionary,Restaurants
MingZhu Logistics Holdings Limited Ordinary Shares,YGMZ,China,Consumer Discretionary,Transportation Services
YETI Holdings Inc.,YETI,United States,Consumer Discretionary,Recreational Games/Products/Toys
Yelp Inc.,YELP,United States,Consumer Discretionary,Other Consumer Services
XWELL Inc.,XWEL,United States,Consumer Discretionary,Other Consumer Services
Xponential Fitness Inc. Class A,XPOF,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
XPO Inc.,XPO,United States,Consumer Discretionary,Transportation Services
Xos Inc.,XOS,United States,Consumer Discretionary,Construction/Ag Equipment/Trucks
Exela Technologies Inc. 6.00% Series B Cumulative Convertible Perpetual Preferred Stock,XELAP,United States,Consumer Discretionary,Business Services
Exela Technologies Inc.,XELA,United States,Consumer Discretionary,Business Services
Wynn Resorts Limited,WYNN,United States,Consumer Discretionary,Hotels/Resorts
Wolverine World Wide Inc.,WWW,United States,Consumer Discretionary,Shoe Manufacturing
World Wrestling Entertainment Inc. Class A,WWE,United States,Consumer Discretionary,Movies/Entertainment
WW International Inc.,WW,United States,Consumer Discretionary,Other Consumer Services
Western Union Company (The),WU,United States,Consumer Discretionary,Business Services
Watsco Inc.,WSO,United States,Consumer Discretionary,Industrial Machinery/Components
Williams-Sonoma Inc. (DE),WSM,United States,Consumer Discretionary,Home Furnishings
SCWorx Corp.,WORX,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
Worthington Industries Inc.,WOR,United States,Consumer Discretionary,Aerospace
Petco Health and Wellness Company Inc. Class A,WOOF,United States,Consumer Discretionary,Other Specialty Stores
Meiwu Technology Company Limited Ordinary Shares,WNW,China,Consumer Discretionary,Catalog/Specialty Distribution
WNS (Holdings) Limited Sponsored ADR (Jersey),WNS,India,Consumer Discretionary,Business Services
Walmart Inc.,WMT,United States,Consumer Discretionary,Department/Specialty Retail Stores
Advanced Drainage Systems Inc.,WMS,United States,Consumer Discretionary,Containers/Packaging
Warner Music Group Corp. Class A,WMG,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
John Wiley & Sons Inc.,WLYB,United States,Consumer Discretionary,Books
John Wiley & Sons Inc.,WLY,United States,Consumer Discretionary,Books
Wang & Lee Group Inc. Ordinary Shares,WLGS,Hong Kong,Consumer Discretionary,Engineering & Construction
Willis Lease Finance Corporation,WLFC,United States,Consumer Discretionary,Industrial Specialties
Willdan Group Inc.,WLDN,United States,Consumer Discretionary,Military/Government/Technical
Worksport Ltd.,WKSP,Canada,Consumer Discretionary,Auto Parts:O.E.M.
Workhorse Group Inc.,WKHS,United States,Consumer Discretionary,Auto Manufacturing
ContextLogic Inc. Class A,WISH,United States,Consumer Discretionary,Durable Goods
Wingstop Inc.,WING,United States,Consumer Discretionary,Restaurants
Whirlpool Corporation,WHR,United States,Consumer Discretionary,Consumer Electronics/Appliances
Wilhelmina International Inc.,WHLM,United States,Consumer Discretionary,Professional Services
Wyndham Hotels & Resorts Inc. ,WH,,Consumer Discretionary,Hotels/Resorts
WEX Inc.,WEX,United States,Consumer Discretionary,Business Services
Wendy's Company (The),WEN,United States,Consumer Discretionary,Restaurants
WESCO International Inc.,WCC,United States,Consumer Discretionary,Telecommunications Equipment
Waldencast plc Class A Ordinary Share,WALD,United States,Consumer Discretionary,Package Goods/Cosmetics
Wah Fu Education Group Limited Ordinary Shares,WAFU,China,Consumer Discretionary,Educational Services
Wayfair Inc. Class A,W,United States,Consumer Discretionary,Catalog/Specialty Distribution
Vintage Wine Estates Inc.,VWE,United States,Consumer Discretionary,Other Consumer Services
V2X Inc.,VVX,United States,Consumer Discretionary,Diversified Commercial Services
Viad Corp,VVI,United States,Consumer Discretionary,Business Services
VirTra Inc.,VTSI,United States,Consumer Discretionary,Miscellaneous manufacturing industries
Bristow Group Inc.,VTOL,United States,Consumer Discretionary,Transportation Services
VSE Corporation,VSEC,United States,Consumer Discretionary,Military/Government/Technical
Victorias Secret & Co. ,VSCO,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
Verisk Analytics Inc.,VRSK,United States,Consumer Discretionary,Business Services
Verra Mobility Corporation Class A,VRRM,United States,Consumer Discretionary,Transportation Services
Vroom Inc.,VRM,United States,Consumer Discretionary,Other Specialty Stores
Vera Bradley Inc.,VRA,United States,Consumer Discretionary,Apparel
Vince Holding Corp.,VNCE,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,VLRS,,Consumer Discretionary,Air Freight/Delivery Services
Volcon Inc.,VLCN,United States,Consumer Discretionary,Auto Manufacturing
Virco Manufacturing Corporation,VIRC,United States,Consumer Discretionary,Industrial Specialties
View Inc. Warrant,VIEWW,United States,Consumer Discretionary,Electronic Components
View Inc. Class A,VIEW,United States,Consumer Discretionary,Electronic Components
V.F. Corporation,VFC,United States,Consumer Discretionary,Apparel
Vicinity Motor Corp.,VEV,Canada,Consumer Discretionary,Auto Manufacturing
Visteon Corporation,VC,United States,Consumer Discretionary,Auto Parts:O.E.M.
Visa Inc.,V,United States,Consumer Discretionary,Business Services
Universal Technical Institute Inc,UTI,United States,Consumer Discretionary,Educational Services
US Foods Holding Corp.,USFD,United States,Consumer Discretionary,Food Distributors
United Maritime Corporation,USEA,Greece,Consumer Discretionary,Marine Transportation
Urban Outfitters Inc.,URBN,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
Upbound Group Inc.,UPBD,United States,Consumer Discretionary,Diversified Commercial Services
Wheels Up Experience Inc. Class A,UP,Singapore,Consumer Discretionary,Aerospace
Urban One Inc. Class D,UONEK,United States,Consumer Discretionary,Broadcasting
Urban One Inc. Class A,UONE,United States,Consumer Discretionary,Broadcasting
United Natural Foods Inc.,UNFI,United States,Consumer Discretionary,Food Distributors
Unifirst Corporation,UNF,United States,Consumer Discretionary,Other Consumer Services
Ulta Beauty Inc.,ULTA,United States,Consumer Discretionary,Other Specialty Stores
Frontier Group Holdings Inc.,ULCC,United States,Consumer Discretionary,Air Freight/Delivery Services
United Homes Group Inc Class A,UHG,United States,Consumer Discretionary,Homebuilding
U-Haul Holding Company,UHAL,United States,Consumer Discretionary,Rental/Leasing Companies
urban-gro Inc.,UGRO,United States,Consumer Discretionary,Industrial Specialties
United-Guardian Inc.,UG,United States,Consumer Discretionary,Package Goods/Cosmetics
Unifi Inc. New,UFI,United States,Consumer Discretionary,Textiles
Unique Fabricating Inc.,UFAB,United States,Consumer Discretionary,Auto Parts:O.E.M.
Udemy Inc.,UDMY,United States,Consumer Discretionary,Educational Services
uCloudlink Group Inc. American Depositary Shares,UCL,Hong Kong,Consumer Discretionary,Telecommunications Equipment
United Airlines Holdings Inc.,UAL,United States,Consumer Discretionary,Air Freight/Delivery Services
Under Armour Inc. Class A,UAA,United States,Consumer Discretionary,Apparel
Under Armour Inc. Class C,UA,United States,Consumer Discretionary,Apparel
Travelzoo,TZOO,United States,Consumer Discretionary,Advertising
Texas Roadhouse Inc.,TXRH,United States,Consumer Discretionary,Restaurants
Tetra Tech Inc.,TTEK,United States,Consumer Discretionary,Military/Government/Technical
Toro Company (The),TTC,United States,Consumer Discretionary,Tools/Hardware
Townsquare Media Inc. Class A,TSQ,United States,Consumer Discretionary,Broadcasting
Tesla Inc.,TSLA,United States,Consumer Discretionary,Auto Manufacturing
Tractor Supply Company,TSCO,United States,Consumer Discretionary,RETAIL: Building Materials
Triton International Limited Common Shares,TRTN,United States,Consumer Discretionary,Diversified Commercial Services
